Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
531,1,126,1,2,3,1,8,3,420,540,4,5
532,6,451,8,2,3,1,19,1,180,300,4,5
533,5,27,6,2,3,1,34,10,300,420,4,5
534,4,62,4,2,3,1,35,85,300,420,1,5
535,4,7,4,2,3,1,52,94,0,300,2,5
536,1,289,1,2,3,1,96,28,300,420,3,5
537,1,447,3,2,3,1,58,50,0,300,2,5
538,5,330,5,2,3,1,5,13,420,540,2,5
539,6,337,7,1,3,1,36,42,0,300,1,5
540,6,200,7,2,3,1,98,76,60,180,4,5
541,5,228,5,2,3,1,34,55,420,540,4,5
542,7,268,7,2,3,1,3,65,300,600,1,5
543,4,46,5,2,3,1,100,93,420,540,4,5
544,7,108,8,1,3,1,65,22,180,300,1,5
545,2,498,3,1,3,1,27,8,180,300,3,5
546,7,226,8,1,3,1,4,15,60,180,3,5
547,7,136,8,1,3,1,38,4,0,300,2,5
548,3,100,3,2,3,1,61,28,180,300,2,5
549,6,572,8,1,3,1,53,68,60,180,4,5
550,4,6,5,1,3,1,3,44,60,180,3,5
551,5,318,5,2,3,1,79,61,420,540,4,5
552,4,60,4,2,3,1,10,68,300,420,1,5
553,1,190,3,1,3,1,75,27,180,300,3,5
554,5,104,5,2,3,1,52,77,180,300,1,5
555,1,505,2,2,3,1,83,74,60,180,2,5
556,7,226,7,2,3,1,60,81,420,540,3,5
557,4,165,4,2,3,1,1,1,300,420,4,5
558,1,279,2,1,3,1,35,28,180,300,2,5
559,4,306,4,2,3,1,62,100,420,540,2,5
560,5,6,6,2,3,1,70,83,0,300,3,5
561,6,314,7,2,3,1,22,72,300,600,1,5
562,3,2,4,1,3,1,23,96,180,300,2,5
563,3,52,3,1,3,1,63,51,60,180,4,5
564,5,21,6,2,3,1,39,53,300,600,1,5
565,1,234,2,2,3,1,7,22,420,540,3,5
566,5,556,7,1,3,1,98,66,180,300,2,5
567,4,582,6,2,3,1,90,42,420,540,4,5
568,5,518,7,2,3,1,12,88,420,540,1,5
569,6,48,6,2,3,1,57,90,300,420,4,5
570,7,448,9,2,3,1,42,10,420,540,2,5
571,4,1,4,2,3,1,55,74,60,180,1,5
572,4,324,5,1,3,1,78,18,60,180,2,5
573,7,182,7,2,3,1,5,11,300,600,1,5
574,7,330,7,2,3,1,4,60,420,540,1,5
575,4,0,4,2,3,1,95,95,420,540,3,5
576,7,87,8,1,3,1,98,86,60,180,2,5
577,6,61,6,2,3,1,84,80,300,600,3,5
578,6,517,8,1,3,1,15,46,60,180,2,5
579,2,23,3,2,3,1,50,49,0,300,2,5
580,1,209,2,2,3,1,38,6,180,300,1,5
581,6,392,6,2,3,1,60,73,420,540,2,5
582,1,359,2,2,3,1,94,40,300,600,1,5
583,2,374,2,2,3,1,11,67,420,540,2,5
584,3,268,4,2,3,1,44,49,420,540,1,5
585,6,334,6,2,3,1,88,9,420,540,4,5
586,3,213,4,2,3,1,79,85,60,180,2,5
587,6,237,6,2,3,1,76,64,300,420,4,5
588,7,308,9,2,3,1,39,43,0,300,4,5
589,4,497,6,2,3,1,48,24,420,540,3,5
590,3,233,3,2,3,1,43,6,300,420,1,5
591,3,268,3,2,3,1,88,18,300,600,2,5
592,6,483,7,1,3,1,72,89,60,180,2,5
593,5,201,6,2,3,1,88,28,0,300,3,5
594,5,558,7,2,3,1,86,54,300,600,3,5
595,5,324,5,2,3,1,84,23,420,540,2,5
596,4,8,5,2,3,1,41,89,60,180,1,5
597,7,200,8,2,3,1,2,50,180,300,2,5
598,7,457,8,2,3,1,91,31,0,300,4,5
599,4,594,6,2,3,1,54,83,300,420,4,5
600,7,341,8,1,3,1,38,70,0,300,4,5
601,6,155,6,2,3,1,10,38,420,540,4,5
602,4,232,4,2,3,1,43,43,300,600,2,5
603,5,138,6,2,3,1,16,53,180,300,2,5
604,1,171,1,1,3,1,54,39,180,300,4,5
605,6,466,8,1,3,1,33,6,60,180,3,5
606,1,198,1,2,3,1,91,49,300,420,2,5
607,6,74,8,2,3,1,2,52,300,600,3,5
608,6,403,8,1,3,1,16,20,60,180,1,5
609,1,360,2,1,3,1,55,25,0,300,1,5
610,6,74,7,1,3,1,22,58,0,300,1,5
611,4,34,4,2,3,1,91,80,60,180,3,5
612,5,333,5,2,3,1,93,75,420,540,3,5
613,7,127,8,2,3,1,79,82,60,180,4,5
614,4,390,4,2,3,1,34,78,420,540,1,5
615,7,398,7,2,3,1,22,94,420,540,4,5
616,3,347,4,1,3,1,31,53,180,300,2,5
617,3,571,4,1,3,1,47,8,180,300,4,5
618,6,482,7,2,3,1,32,19,60,180,1,5
619,4,188,5,2,3,1,80,21,0,300,4,5
620,6,217,6,2,3,1,43,46,420,540,1,5
621,3,442,5,2,3,1,21,96,0,300,4,5
622,5,99,5,1,3,1,87,17,180,300,4,5
623,5,179,5,2,3,1,44,59,420,540,2,5
624,1,314,1,2,3,1,23,72,420,540,4,5
625,1,147,1,2,3,1,84,29,420,540,1,5
626,5,71,6,2,3,1,20,3,60,180,2,5
627,2,42,2,1,3,1,89,73,60,180,4,5
628,7,232,8,2,3,1,41,73,420,540,4,5
629,6,553,8,2,3,1,97,43,420,540,1,5
630,7,227,7,2,3,1,54,84,300,420,2,5
631,1,379,1,2,3,1,34,72,420,540,4,5
632,5,76,5,1,3,1,48,28,180,300,3,5
633,1,458,3,2,3,1,87,94,300,420,3,5
634,6,417,7,2,3,1,95,31,60,180,2,5
635,1,478,2,2,3,1,19,95,180,300,3,5
636,7,532,9,2,3,1,11,23,300,420,3,5
637,2,564,3,1,3,1,67,80,60,180,4,5
638,3,85,5,2,3,1,22,94,180,300,2,5
639,1,126,2,2,3,1,22,50,60,180,1,5
640,3,475,5,2,3,1,36,88,300,420,3,5
641,7,341,7,2,3,1,41,29,420,540,4,5
642,5,444,6,1,3,1,85,90,60,180,1,5
643,3,163,3,2,3,1,80,75,300,420,1,5
644,4,467,6,2,3,1,46,62,60,180,1,5
645,3,572,5,2,3,1,68,38,300,600,2,5
646,1,450,3,1,3,1,77,80,0,300,2,5
647,2,278,3,2,3,1,15,25,60,180,1,5
648,4,222,4,2,3,1,92,88,420,540,1,5
649,5,241,6,2,3,1,36,46,180,300,1,5
650,5,368,6,2,3,1,94,20,60,180,2,5
651,7,461,8,1,3,1,52,91,60,180,1,5
652,1,216,2,2,3,1,36,57,60,180,1,5
653,5,119,5,2,3,1,51,37,180,300,2,5
654,3,201,5,2,3,1,2,82,420,540,3,5
655,7,193,7,2,3,1,90,55,420,540,2,5
656,2,459,3,2,3,1,3,1,180,300,1,5
657,3,571,5,2,3,1,68,80,180,300,1,5
658,3,130,3,2,3,1,16,76,300,600,4,5
659,6,395,6,2,3,1,47,12,420,540,3,5
660,6,248,6,2,3,1,7,16,420,540,2,5
661,6,469,8,1,3,1,87,56,180,300,2,5
662,7,534,9,2,3,1,63,76,180,300,1,5
663,2,310,3,2,3,1,14,8,420,540,3,5
664,3,257,4,1,3,1,88,35,180,300,1,5
665,5,187,5,2,3,1,71,70,300,420,2,5
666,5,521,6,1,3,1,52,93,0,300,3,5
667,6,526,7,2,3,1,20,3,60,180,3,5
668,1,197,1,2,3,1,18,27,300,600,1,5
669,5,227,6,2,3,1,55,64,60,180,1,5
670,4,214,5,1,3,1,26,65,180,300,4,5
671,1,596,2,1,3,1,0,38,60,180,1,5
672,5,142,5,2,3,1,76,6,180,300,4,5
673,3,590,5,2,3,1,99,31,180,300,1,5
674,6,252,6,2,3,1,14,60,420,540,2,5
675,3,165,3,2,3,1,30,16,420,540,4,5
676,3,208,3,2,3,1,40,7,300,600,3,5
677,2,76,3,1,3,1,92,43,60,180,3,5
678,2,430,3,2,3,1,68,5,60,180,2,5
679,3,518,4,2,3,1,17,19,180,300,4,5
680,5,374,5,2,3,1,5,69,420,540,4,5
681,4,216,4,2,3,1,47,79,300,600,2,5
682,4,420,5,1,3,1,66,6,0,300,2,5
683,6,347,6,2,3,1,56,58,420,540,1,5
684,4,585,6,2,3,1,31,93,420,540,3,5
685,6,96,6,1,3,1,38,32,180,300,1,5
686,3,452,5,1,3,1,88,69,0,300,2,5
687,7,500,9,1,3,1,6,10,180,300,2,5
688,7,248,8,2,3,1,59,17,420,540,3,5
689,1,266,1,2,3,1,22,37,300,420,2,5
690,7,488,8,2,3,1,9,85,0,300,3,5
691,2,530,3,2,3,1,80,100,180,300,2,5
692,1,551,2,2,3,1,71,10,420,540,2,5
693,4,2,5,1,3,1,69,95,180,300,2,5
694,2,2,4,2,3,1,54,43,60,180,4,5
695,5,426,6,1,3,1,95,32,60,180,4,5
696,4,11,4,2,3,1,54,66,300,420,4,5
697,4,244,4,2,3,1,62,92,420,540,3,5
698,7,215,7,2,3,1,15,89,300,420,1,5
699,6,248,6,2,3,1,59,9,300,600,1,5
700,2,275,4,2,3,1,90,79,420,540,2,5
701,1,61,1,2,3,1,7,35,180,300,1,5
702,2,331,2,2,3,1,65,49,420,540,4,5
703,7,191,7,2,3,1,25,3,420,540,4,5
704,2,458,3,2,3,1,88,51,60,180,1,5
705,3,33,3,1,3,1,81,76,60,180,4,5
706,4,118,4,1,3,1,86,92,180,300,1,5
707,3,543,5,1,3,1,76,14,180,300,4,5
708,2,173,2,2,3,1,50,18,420,540,4,5
709,6,378,6,2,3,1,80,84,420,540,2,5
710,1,561,2,2,3,1,16,94,0,300,1,5
711,6,458,8,2,3,1,28,1,0,300,1,5
712,5,437,7,2,3,1,89,33,0,300,2,5
713,2,129,2,2,3,1,48,88,420,540,2,5
714,3,584,5,1,3,1,56,14,60,180,1,5
715,4,191,5,2,3,1,29,14,420,540,2,5
716,5,157,7,1,3,1,98,56,180,300,2,5
717,3,317,3,2,3,1,99,86,420,540,2,5
718,2,334,2,2,3,1,99,24,420,540,4,5
719,7,347,7,2,3,1,65,71,420,540,2,5
720,7,465,9,1,3,1,16,73,0,300,2,5
721,6,104,7,2,3,1,48,34,300,420,3,5
722,3,314,3,2,3,1,56,84,420,540,1,5
723,1,351,1,2,3,1,79,13,420,540,4,5
724,3,526,5,2,3,1,16,21,0,300,3,5
725,1,278,2,2,3,1,3,13,420,540,4,5
726,6,7,6,2,3,1,46,80,180,300,3,5
727,3,80,4,2,3,1,69,15,180,300,4,5
728,6,475,7,2,3,1,18,25,60,180,4,5
729,5,225,6,1,3,1,14,15,60,180,3,5
730,1,111,1,1,3,1,79,30,180,300,2,5
731,5,130,5,2,3,1,15,57,180,300,3,5
732,2,277,3,2,3,1,21,13,420,540,4,5
733,3,452,5,1,3,1,0,57,0,300,3,5
734,4,415,4,2,3,1,88,7,420,540,3,5
735,5,313,7,1,3,1,6,100,0,300,2,5
736,2,302,3,2,3,1,98,90,180,300,2,5
737,4,266,4,2,3,1,82,97,300,420,2,5
738,2,190,2,2,3,1,1,53,420,540,2,5
739,6,593,8,2,3,1,78,73,0,300,1,5
740,5,361,5,2,3,1,89,46,420,540,1,5
741,7,432,9,1,3,1,64,3,0,300,1,5
742,7,196,8,1,3,1,29,15,180,300,3,5
743,5,574,7,1,3,1,21,48,0,300,4,5
744,1,594,2,1,3,1,69,46,0,300,3,5
745,4,144,4,1,3,1,37,2,180,300,4,5
746,6,543,8,2,3,1,40,24,0,300,4,5
747,4,431,6,2,3,1,36,79,420,540,4,5
748,3,596,5,2,3,1,82,39,60,180,4,5
749,7,319,7,2,3,1,78,97,420,540,2,5
750,5,581,7,1,3,1,29,14,0,300,1,5
751,2,528,3,2,3,1,69,22,420,540,4,5
752,3,41,4,2,3,1,21,4,60,180,1,5
753,1,569,3,2,3,1,0,90,60,180,1,5
754,3,152,3,2,3,1,57,45,420,540,3,5
755,2,277,2,2,3,1,13,3,420,540,3,5
756,4,32,4,2,3,1,47,71,180,300,4,5
757,4,403,4,2,3,1,73,58,420,540,2,5
758,5,101,5,1,3,1,6,28,180,300,2,5
759,5,110,5,2,3,1,52,29,300,420,4,5
760,7,331,8,2,3,1,68,73,420,540,3,5
761,2,536,4,1,3,2,77,12,180,300,2,5
762,3,596,5,2,3,2,96,7,180,300,4,5
763,1,389,2,1,3,2,33,44,180,300,1,5
764,5,86,5,1,3,2,74,42,180,300,1,5
765,2,173,3,2,3,2,87,85,0,300,4,5
766,5,463,6,1,3,2,37,100,60,180,1,5
767,5,305,6,1,3,2,18,7,60,180,3,5
768,2,314,2,2,3,2,77,58,420,540,3,5
769,5,88,5,1,3,2,40,74,180,300,1,5
770,6,99,7,2,3,2,23,43,180,300,3,5
771,7,468,9,2,3,2,60,32,420,540,1,5
772,2,381,3,1,3,2,38,54,60,180,3,5
773,6,174,7,2,3,2,82,17,0,300,4,5
774,6,191,7,2,3,2,97,33,180,300,2,5
775,2,275,2,2,3,2,83,62,420,540,1,5
776,3,211,3,2,3,2,26,18,300,420,1,5
777,7,14,7,2,3,2,57,94,60,180,3,5
778,3,563,4,1,3,2,64,97,0,300,2,5
779,1,283,1,2,3,2,49,35,300,600,1,5
780,5,461,7,1,3,2,69,3,60,180,1,5
781,5,394,5,2,3,2,75,0,420,540,1,5
782,6,355,6,2,3,2,87,53,420,540,1,5
783,5,432,6,2,3,2,72,63,180,300,1,5
784,6,421,8,2,3,2,28,8,0,300,2,5
785,2,319,2,2,3,2,57,63,420,540,1,5
786,3,278,3,2,3,2,82,17,420,540,3,5
787,2,270,2,2,3,2,97,73,420,540,2,5
788,5,275,6,1,3,2,84,38,60,180,2,5
789,1,391,1,2,3,2,52,6,420,540,3,5
790,7,495,9,2,3,2,47,5,0,300,3,5
791,7,16,7,2,3,2,25,14,420,540,1,5
792,2,297,2,2,3,2,96,4,300,600,4,5
793,4,139,5,2,3,2,39,62,0,300,1,5
794,4,204,4,2,3,2,28,37,420,540,1,5
795,2,267,2,2,3,2,92,48,420,540,2,5
796,7,24,7,2,3,2,65,62,180,300,4,5
797,1,476,2,2,3,2,0,61,0,300,1,5
798,1,294,2,2,3,2,38,3,0,300,4,5
799,6,561,7,2,3,2,23,90,0,300,3,5
800,3,38,3,2,3,2,11,46,300,420,4,5
801,1,86,1,2,3,2,32,48,420,540,4,5
802,6,229,7,2,3,2,43,13,60,180,2,5
803,7,232,7,2,3,2,58,77,300,600,4,5
804,6,118,6,2,3,2,3,97,300,600,3,5
805,5,427,7,1,3,2,44,94,180,300,4,5
806,2,561,4,2,3,2,41,26,60,180,1,5
807,3,300,3,2,3,2,55,96,420,540,2,5
808,5,180,5,1,3,2,91,28,180,300,4,5
809,1,291,1,2,3,2,67,91,420,540,2,5
810,2,441,3,1,3,2,39,96,180,300,1,5
811,6,138,7,1,3,2,15,96,0,300,3,5
812,7,210,8,2,3,2,3,43,0,300,3,5
813,1,494,3,2,3,2,6,52,420,540,2,5
814,1,234,1,2,3,2,48,11,300,600,3,5
815,7,60,9,2,3,2,4,20,420,540,1,5
816,5,294,5,2,3,2,7,1,420,540,1,5
817,7,184,7,2,3,2,88,56,420,540,4,5
818,3,389,4,1,3,2,55,35,60,180,3,5
819,5,352,6,2,3,2,63,3,60,180,2,5
820,5,35,6,1,3,2,85,43,0,300,3,5
821,3,425,5,2,3,2,55,8,300,600,3,5
822,5,174,5,2,3,2,6,47,300,600,4,5
823,1,74,1,1,3,2,69,71,180,300,1,5
824,4,354,5,2,3,2,41,51,0,300,2,5
825,5,477,6,2,3,2,37,26,60,180,4,5
826,2,47,2,2,3,2,58,2,420,540,4,5
827,1,428,2,1,3,2,5,16,60,180,1,5
828,5,600,7,2,3,2,66,21,60,180,4,5
829,2,543,3,2,3,2,42,78,60,180,4,5
830,1,54,2,1,3,2,75,45,60,180,1,5
831,7,308,7,2,3,2,51,78,420,540,2,5
832,7,74,7,2,3,2,1,99,420,540,2,5
833,1,499,3,2,3,2,43,8,0,300,4,5
834,2,429,3,2,3,2,22,64,420,540,2,5
835,1,529,3,2,3,2,54,54,300,420,3,5
836,1,395,1,2,3,2,13,30,420,540,3,5
837,2,397,3,2,3,2,79,50,60,180,2,5
838,2,364,2,2,3,2,64,59,420,540,3,5
839,4,81,5,2,3,2,99,87,300,600,3,5
840,6,218,6,2,3,2,95,67,300,420,3,5
841,6,166,6,2,3,2,94,30,300,420,1,5
842,6,490,7,2,3,2,30,47,180,300,1,5
843,5,388,5,2,3,2,52,0,420,540,4,5
844,4,359,4,2,3,2,5,74,420,540,2,5
845,2,363,3,2,3,2,15,21,300,420,2,5
846,2,228,2,2,3,2,30,62,300,420,3,5
847,7,229,7,2,3,2,72,91,300,420,1,5
848,5,536,7,2,3,2,77,90,420,540,2,5
849,7,209,8,2,3,2,3,27,300,600,3,5
850,3,305,3,2,3,2,41,86,420,540,2,5
851,6,238,7,2,3,2,35,79,300,600,2,5
852,4,593,6,2,3,2,91,35,60,180,3,5
853,5,41,6,1,3,2,61,47,60,180,3,5
854,2,160,3,2,3,2,66,65,420,540,3,5
855,6,194,7,2,3,2,64,91,180,300,1,5
856,5,532,6,2,3,2,61,58,420,540,2,5
857,7,599,8,2,3,2,86,39,0,300,4,5
858,4,566,5,2,3,2,11,3,60,180,3,5
859,6,125,7,2,3,2,23,62,0,300,2,5
860,4,9,4,2,3,2,26,57,60,180,2,5
861,2,448,3,2,3,2,29,32,180,300,3,5
862,3,387,3,2,3,2,70,3,420,540,4,5
863,2,359,2,2,3,2,49,17,420,540,2,5
864,6,302,7,2,3,2,50,65,0,300,4,5
865,5,353,5,2,3,2,11,59,420,540,2,5
866,4,126,4,2,3,2,60,61,420,540,4,5
867,1,204,2,1,3,2,78,51,180,300,2,5
868,7,56,8,2,3,2,85,66,420,540,1,5
869,4,174,4,2,3,2,64,93,180,300,3,5
870,6,286,6,2,3,2,89,47,420,540,1,5
871,3,2,4,2,3,2,56,74,0,300,3,5
872,5,416,5,2,3,2,60,33,420,540,3,5
873,6,71,6,1,3,2,93,23,180,300,1,5
874,3,256,4,1,3,2,46,31,60,180,3,5
875,5,95,6,2,3,2,39,84,180,300,1,5
876,2,578,3,2,3,2,51,26,180,300,1,5
877,1,352,1,2,3,2,3,36,420,540,3,5
878,2,236,2,2,3,2,6,29,300,420,3,5
879,3,398,3,2,3,2,19,78,420,540,1,5
880,6,544,7,1,3,2,29,25,180,300,3,5
881,1,427,2,2,3,2,33,59,0,300,1,5
882,4,366,4,2,3,2,31,18,420,540,4,5
883,7,114,7,1,3,2,59,30,180,300,2,5
884,6,199,7,1,3,2,85,2,0,300,1,5
885,2,472,4,2,3,2,62,23,300,420,4,5
886,4,3,5,2,3,2,88,47,0,300,2,5
887,1,321,1,2,3,2,89,5,420,540,4,5
888,6,409,6,2,3,2,22,97,420,540,3,5
889,5,481,7,2,3,2,6,97,420,540,1,5
890,6,181,6,2,3,2,60,15,300,420,3,5
891,2,498,3,2,3,2,89,33,180,300,4,5
892,1,112,1,1,3,2,69,78,180,300,2,5
893,4,63,5,2,3,2,93,36,0,300,2,5
894,4,535,6,2,3,2,34,37,0,300,4,5
895,6,161,7,2,3,2,94,82,300,420,1,5
896,4,418,4,2,3,2,87,53,420,540,2,5
897,7,283,9,1,3,2,25,3,60,180,4,5
898,7,236,7,2,3,2,19,98,420,540,1,5
899,2,305,2,2,3,2,3,27,420,540,3,5
900,5,405,5,2,3,2,56,88,420,540,4,5
901,5,183,6,2,3,2,99,29,0,300,3,5
902,2,535,3,1,3,2,88,95,180,300,2,5
903,7,312,8,2,3,2,24,56,60,180,4,5
904,6,419,6,2,3,2,85,70,420,540,3,5
905,7,410,7,2,3,2,10,10,420,540,2,5
906,5,490,6,2,3,2,90,49,180,300,4,5
907,6,215,6,2,3,2,85,8,420,540,4,5
908,7,214,7,2,3,2,85,5,300,420,1,5
909,2,120,2,2,3,2,21,48,420,540,4,5
910,5,185,6,2,3,2,0,94,300,420,1,5
911,6,335,7,2,3,2,87,82,420,540,4,5
912,3,31,3,2,3,2,81,94,0,300,2,5
913,2,469,4,1,3,2,71,48,60,180,2,5
914,4,125,4,2,3,2,67,48,420,540,2,5
915,4,195,4,2,3,2,9,93,420,540,3,5
916,3,158,3,2,3,2,91,85,180,300,3,5
917,7,384,8,2,3,2,58,58,420,540,4,5
918,4,169,4,1,3,2,16,23,180,300,2,5
919,2,404,3,2,3,2,2,71,300,600,4,5
920,5,37,6,2,3,2,77,87,60,180,2,5
921,1,360,1,2,3,2,10,27,420,540,3,5
922,3,514,4,2,3,2,100,18,60,180,4,5
923,1,303,1,2,3,2,92,88,420,540,4,5
924,2,196,2,2,3,2,58,42,420,540,1,5
925,6,248,7,2,3,2,98,64,0,300,3,5
926,7,1,8,1,3,2,8,0,180,300,2,5
927,1,180,1,2,3,2,34,38,180,300,4,5
928,2,119,2,2,3,2,69,18,420,540,4,5
929,3,257,3,2,3,2,94,0,420,540,2,5
930,6,503,7,1,3,2,92,22,60,180,1,5
931,1,371,2,2,3,2,10,43,180,300,2,5
932,2,539,4,2,3,2,56,34,60,180,3,5
933,4,115,4,2,3,2,69,75,420,540,1,5
934,1,326,1,2,3,2,88,88,420,540,4,5
935,1,176,1,2,3,2,76,66,420,540,3,5
936,4,457,5,1,3,2,100,69,180,300,4,5
937,1,458,3,2,3,2,28,5,180,300,1,5
938,7,97,7,2,3,2,87,76,300,600,3,5
939,5,323,5,2,3,2,78,9,420,540,4,5
940,6,557,8,2,3,2,61,7,180,300,4,5
941,7,225,7,2,3,2,95,21,300,600,4,5
942,2,74,3,2,3,2,19,94,300,420,3,5
943,6,460,8,2,3,2,92,29,300,600,2,5
944,4,343,5,2,3,2,88,85,180,300,2,5
945,7,478,9,2,3,2,49,46,300,600,2,5
946,2,13,2,2,3,2,85,12,180,300,1,5
947,1,457,2,1,3,2,46,65,0,300,1,5
948,6,506,7,1,3,2,92,42,180,300,1,5
949,7,581,8,2,3,2,76,15,180,300,2,5
950,5,372,5,2,3,2,45,12,420,540,2,5
951,3,37,4,1,3,2,92,45,180,300,1,5
952,4,96,5,1,3,2,83,52,0,300,4,5
953,4,591,6,2,3,2,82,96,300,420,2,5
954,6,458,7,2,3,2,65,2,300,600,3,5
955,6,243,6,2,3,2,66,70,300,420,2,5
956,3,403,3,2,3,2,28,36,420,540,2,5
957,4,259,4,2,3,2,50,30,300,600,3,5
958,5,195,5,2,3,2,6,49,300,420,3,5
959,1,15,1,2,3,2,47,11,60,180,3,5
960,3,7,3,2,3,2,54,34,420,540,3,5
961,5,362,5,2,3,2,37,3,420,540,2,5
962,7,516,9,2,3,2,55,7,0,300,1,5
963,4,300,5,1,3,2,73,16,180,300,3,5
964,7,265,7,2,3,2,32,86,300,600,2,5
965,3,90,3,2,3,2,54,100,180,300,2,5
966,6,500,8,2,3,2,61,76,300,600,2,5
967,7,539,9,2,3,2,47,64,300,420,2,5
968,7,10,8,1,3,2,65,46,0,300,4,5
969,5,383,6,2,3,2,6,74,180,300,2,5
970,4,215,5,1,3,2,46,68,0,300,4,5
971,4,565,5,1,3,2,37,74,60,180,3,5
972,6,380,6,2,3,2,71,52,420,540,4,5
973,4,7,4,2,3,2,94,99,180,300,2,5
974,4,179,4,2,3,2,51,70,300,600,4,5
975,2,178,3,2,3,2,72,52,420,540,3,5
976,7,40,7,2,3,2,45,18,0,300,1,5
977,2,151,2,1,3,2,71,92,180,300,4,5
978,3,200,4,2,3,2,45,20,180,300,1,5
979,2,88,2,2,3,2,53,20,300,420,2,5
980,5,105,5,2,3,2,23,64,420,540,2,5
981,1,288,2,2,3,2,51,4,0,300,1,5
982,3,409,3,2,3,2,51,83,420,540,2,5
983,2,114,2,1,3,2,67,25,180,300,2,5
984,6,281,6,2,3,2,44,76,300,600,3,5
985,6,456,7,2,3,2,50,61,300,420,3,5
986,3,85,3,1,3,2,93,54,180,300,2,5
987,4,512,6,2,3,2,34,41,300,420,2,5
988,4,576,5,2,3,2,34,49,420,540,4,5
989,1,445,2,2,3,2,20,24,0,300,1,5
990,7,521,8,2,3,2,79,11,300,420,4,5
991,3,263,3,2,3,2,27,44,300,600,4,5
992,3,100,3,2,3,2,43,75,420,540,1,5
993,3,542,4,2,3,2,98,32,0,300,2,5
994,1,80,3,1,3,2,43,59,180,300,1,5
995,7,95,7,1,3,2,91,24,180,300,2,5
996,2,375,2,2,3,2,25,61,420,540,3,5
997,5,49,5,2,3,2,7,92,180,300,2,5
998,1,7,2,1,3,2,53,96,60,180,2,5
999,6,5,7,2,3,2,40,64,180,300,4,5
1000,7,474,9,2,3,2,79,24,180,300,4,5
1001,6,426,7,1,3,2,97,60,0,300,1,5
1002,5,171,5,2,3,2,52,26,300,600,3,5
1003,1,408,1,2,3,2,19,96,420,540,1,5
1004,4,89,4,1,3,2,59,10,180,300,2,5
1005,3,394,4,1,3,2,15,51,60,180,3,5
1006,7,537,9,2,3,2,84,41,0,300,2,5
1007,7,509,9,2,3,2,89,49,300,600,1,5
1008,7,256,8,2,3,2,86,39,420,540,1,5
1009,4,254,5,1,3,2,78,67,180,300,4,5
1010,2,431,4,2,3,2,1,55,60,180,3,5
1011,4,407,4,2,3,2,70,4,420,540,1,5
1012,3,563,4,2,3,2,59,0,420,540,1,5
1013,6,468,8,2,3,2,64,25,0,300,1,5
1014,6,124,6,2,3,2,45,49,180,300,2,5
1015,1,77,2,2,3,2,11,3,300,600,3,5
1016,1,35,1,2,3,2,3,9,180,300,1,5
1017,5,441,7,2,3,2,24,52,420,540,2,5
1018,1,243,2,1,3,2,15,73,0,300,2,5
1019,1,273,2,2,3,2,42,33,180,300,4,5
1020,4,583,6,1,3,2,22,66,180,300,4,5
1021,6,308,6,2,3,2,56,46,420,540,3,5
1022,2,478,4,1,3,2,50,76,0,300,4,5
1023,4,154,4,1,3,2,75,74,180,300,2,5
1024,4,495,5,1,3,2,7,80,0,300,2,5
1025,4,573,5,2,3,2,70,86,60,180,3,5
1026,1,336,1,2,3,2,29,28,420,540,2,5
1027,5,444,6,2,3,2,45,20,0,300,4,5
1028,5,182,7,2,3,2,70,48,300,600,3,5
1029,5,451,6,1,3,2,59,10,180,300,1,5
1030,7,420,7,2,3,2,77,95,420,540,4,5
1031,2,8,2,2,3,2,52,60,420,540,2,5
1032,3,473,4,1,3,2,25,96,60,180,2,5
1033,7,222,7,2,3,2,62,66,420,540,3,5
1034,4,331,4,2,3,2,21,77,420,540,3,5
1035,2,197,3,2,3,2,84,59,0,300,2,5
1036,6,60,6,1,3,2,87,36,180,300,1,5
1037,2,44,2,2,3,2,35,1,180,300,3,5
1038,3,368,5,2,3,2,33,38,300,600,1,5
1039,5,119,6,2,3,2,47,23,420,540,3,5
1040,6,585,7,2,3,2,70,14,60,180,3,5
1041,7,164,7,1,3,2,39,93,180,300,4,5
1042,3,23,3,1,3,2,29,70,60,180,1,5
1043,5,188,5,2,3,2,67,97,420,540,2,5
1044,1,489,2,2,3,2,66,13,300,600,4,5
1045,5,133,5,2,3,2,38,49,180,300,3,5
1046,1,208,2,2,3,2,92,29,180,300,4,5
1047,5,470,7,2,3,2,29,92,300,600,1,5
1048,2,196,2,2,3,2,83,83,420,540,2,5
1049,3,461,5,1,3,2,61,74,0,300,3,5
1050,2,517,4,2,3,2,51,38,180,300,1,5
1051,1,557,2,1,3,2,38,72,60,180,3,5
1052,6,475,7,2,3,2,20,73,60,180,3,5
1053,3,300,3,2,3,2,16,65,420,540,2,5
1054,5,303,6,1,3,2,5,6,0,300,4,5
1055,5,400,5,2,3,2,44,53,420,540,4,5
1056,1,403,1,2,3,2,12,27,420,540,4,5
1057,5,465,6,1,3,2,26,0,0,300,1,5
1058,1,42,1,2,3,2,32,74,420,540,3,5
1059,5,532,7,2,3,2,68,86,420,540,1,5
1060,2,158,2,2,3,2,88,7,180,300,2,5
1061,6,137,7,2,3,2,39,28,180,300,3,5
1062,1,492,2,2,3,2,41,9,0,300,1,5
1063,7,251,8,2,3,2,66,52,180,300,2,5
